model_id,model_family,feature_set,protocol,paper_id,paper_label,n_predictions,n_unique_rows,ignition_prevalence,roc_auc,pr_auc,brier
decision_tree_all,decision_tree,all,extrapolation_grouped,citation::olson s l and j s t ien near limit flame spread over a thin solid fuel in 0 symposium international on combustion vol 22 no 1 1988 pp 1213 1222 the combustion institute,"Olson, S. L., and J. S. T�ien. �Near-Limit Flame Spread over a Thin Solid Fuel in 0.� Symposium (Int",213,71,0.9436619718309859,0.8395522388059702,0.9862903142838575,0.07521431380046667
decision_tree_all,decision_tree,all,extrapolation_grouped,citation::s nchez tarifa c and b l zaro experiments conducted on combustion at 0 in the texus 38 sounding rocket first international symposium on 0 2000,"S�nchez-Tarifa, C., and B. L�zaro. 'Experiments Conducted on Combustion at 0 in the TEXUS-38 Soundin",15,5,1.0,,,0.19909576383526584
decision_tree_all,decision_tree,all,extrapolation_grouped,citation::s nchez tarifa c and g l pez juste a study of the combustion problems of solid materials at conditions existing in space stations esa sp 433 1999,"S�nchez-Tarifa, C., and G. L�pez Juste. 'A Study of the Combustion Problems of Solid Materials at Co",33,11,1.0,,,0.06993840242226072
decision_tree_all,decision_tree,all,extrapolation_grouped,citation::s nchez tarifa c and m rodr guez combustion and flammability characteristics of solids at 0 in very small velocity flows 1999,"S�nchez-Tarifa, C., and M. Rodr�guez. 'Combustion and Flammability Characteristics of Solids at 0 in",39,13,1.0,,,0.014583012940692593
decision_tree_all,decision_tree,all,extrapolation_grouped,citation::son youngjin paul d ronney and suleyman gokoglu comparison of carbon dioxide and helium as fire extinguishing agents for spacecraft nasa cp 2004 213205 vol2 2004 pp 409 418,"Son, Youngjin, Paul D. Ronney, and Suleyman Gokoglu. ""Comparison of Carbon Dioxide and Helium as Fir",261,87,0.9425287356321839,0.6157181571815719,0.9574217585185071,0.05662907202048445
decision_tree_all,decision_tree,all,extrapolation_grouped,citation::takahashi shuhei et al effect of ambient gas on flame spread over a solid material in 0 j jpn soc 0 appl 24 3 2007 225 230,"Takahashi, Shuhei, et al. 'Effect of Ambient Gas on Flame Spread over a Solid Material in 0.' J. Jpn",339,113,0.9646017699115044,0.6241080530071356,0.9733536142105015,0.0653553584319759
decision_tree_all,decision_tree,all,extrapolation_grouped,citation::takahashi shuhei takeshi nagumo kazunori wakai and subrata bhattacharjee effects of ambient condition on flame spread over a thin pmma sheet jsme international journal series b 43 4 2000 556 562,"Takahashi Shuhei, Takeshi Nagumo, Kazunori Wakai, and Subrata Bhattacharjee. ""Effects of Ambient Con",228,76,1.0,,,0.300562267930001
decision_tree_all,decision_tree,all,extrapolation_grouped,citation::urban david et al solid fuel ignition testing for lunar applications theory and experimental results,"Urban, David, et al. ""Solid Fuel Ignition Testing for Lunar Applications, Theory and Experimental Re",900,300,0.4866666666666667,0.5102591472454486,0.4956654707535204,0.36221382604223223
decision_tree_all,decision_tree,all,extrapolation_grouped,citation::urban david l interactions between flames on parallel solid surfaces nasa 0 combustion workshop n96 15588 1997,"Urban, David L. �Interactions between Flames on Parallel Solid Surfaces.� NASA 0 Combustion Workshop",27,9,1.0,,,0.3040748299111759
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s10694-019-00860-6,"Nagachi, Masashi, Fumiya Mitsui, Jean-Marie Citerne, Hugo Dutilleul, Augustin Guibaud, Grunde Jomaas",264,88,0.6590909090909091,0.7232439335887613,0.8046745458605514,0.23859405270211198
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s10694-019-00862-4,"Kobayashi, Yoshinari, et al. ""Opposed flame spread over polyethylene under variable flow velocity an",84,28,0.32142857142857145,0.5263157894736842,0.3475274725274725,0.3716360600091381
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s10694-019-00878-w,"Vetturini, Anthony, Wohan Cui, Ya-Ting Liao, Sandra Olson, and Paul Ferkul. ""Flame Spread Over Ultra",24,8,1.0,,,0.14549791705620255
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s10694-019-00880-2,Takahashi et al. Fire Technology (2020),921,307,0.42996742671009774,0.5450865800865801,0.45503264170160324,0.47064135221215747
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s10694-019-00896-8,"Wu, Chuanjia, Shuangfeng Wang, Feng Zhu, Xinyan Huang, and Yongli Yin. ""Opposed Flame Spread over Cy",207,69,0.9710144927536232,1.0,1.0,0.012701185632318573
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s10694-019-00935-4,"Konno, Yusuke, et al. ""Opposed-Flow Flame Spread and Extinction in Electric Wires: The Effects of Gr",216,72,0.6388888888888888,0.5245726495726496,0.6542304915181065,0.3803252965835562
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s12217-015-9419-z,"Wang, Shuangfeng, Jun Hu, Yuan Xiao, Tan Ren, and Feng Zhu. ""Opposed-flow Flame Spread Over Solid Fu",21,7,1.0,,,0.02443311266522708
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s12217-018-9655-0,"Zhu, Feng, Shuangfeng Wang, and Zhanbin Lu. ""A Comparative Study of Near-Limit Flame Spread Over a T",234,78,0.782051282051282,0.796849887495982,0.8981252567594717,0.14522572707453585
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s12217-022-09945-4,"Zhu, Feng, Xinyan Huang, and Shuangfeng Wang. ""Flame Spread over Polyethylene Film: Effects of Gravi",33,11,1.0,,,0.10835405854380502
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s12217-024-10106-y,"Sharma, Ankit, et al. ""Effects of Confinement on Opposed-Flow Flame Spread over Cellulose and Polyme",36,12,1.0,,,0.02443311266522708
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1007/s12217-024-10147-3,"Kumar, Vipin, Prema Prescilla T., Amit Kumar, Akash Gupta, and Payal Sharma. ""An Experimental Study ",102,34,1.0,,,0.003714678346726933
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.actaastro.2017.10.019,"Bolodyan, Ivan A., et al. �Analysis of Statistical Data about Design of Fire-Safe Materials in Oxyge",72,24,1.0,,,0.2982603978426368
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.actaastro.2019.01.044,"Bolodyan, Ivan Ardashevich, et al. �Research of Combustion Process of Construction Polymeric Materia",105,35,0.7428571428571429,0.650997150997151,0.7985011830946545,0.33789521616969515
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.actaastro.2020.05.043,"Melikhov, A. S., I. A. Bolodyan, and L. T. Tanklevskiy. �Fire Safety Provision in Inhabited Pressuri",201,67,1.0,,,0.402083941261694
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2008.05.023,"Kleinhenz, Julie, et al. ""Pressure modeling of upward flame spread and burning rates over solids in ",96,32,1.0,,,0.414261354596601
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2009.01.015,"Olson et al., Combust. Flame 156 (2009) 1214�1226",171,57,0.6842105263157895,0.5550015827793605,0.7223352260941952,0.28161078232752457
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2009.01.015,"Olson, Sandra L., et al. �Experimental Comparison of Opposed and Concurrent Flame Spread in a Forced",153,51,0.9803921568627451,0.37000000000000005,0.9756386901296477,0.43394998892374664
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2013.03.029,Takahashi et al. (2013) Extinction limits of spreading flames over wires in 0,54,18,0.8333333333333334,0.3197530864197531,0.7589493886002073,0.38164869728507267
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2018.10.012,"Olson, Sandra L., et al. �Flame Spread: Effects of 0 and Scale.� Combustion and Flame, vol. 212, 202",66,22,1.0,,,0.12261436757901548
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2019.03.040,"Zhu, Feng, Zhanbin Lu, Shuangfeng Wang, and Yongli Yin. ""0 Diffusion Flame Spread over a Thick Solid",48,16,0.5,0.6458333333333333,0.6113816738816739,0.25519118981356514
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2020.07.044,"Guibaud, Augustin, Jean-Marie Citerne, Jean-Louis Consalvi, and Guillaume Legros. ""On the Effects of",273,91,1.0,,,0.01447237656902649
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2020.08.038,"Guibaud, Augustin, Jean-Marie Citerne, Jean-Louis Consalvi, and Guillaume Legros. ""On the Effects of",27,9,1.0,,,0.03972826952556791
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2020.09.003,"Guibaud, Augustin, Jean-Louis Consalvi, Jean-Marie Citerne, and Guillaume Legros. ""Pressure Effects ",18,6,1.0,,,0.0014680785415760302
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2020.12.005,"Carney, Ama, Yanjun Li, Ya-Ting Liao, Sandra Olson, and Paul Ferkul. ""Concurrent-flow flame spread o",15,5,0.6,0.5,0.6,0.3476094753007055
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2020.12.042,"Li, Yanjun, et al. ""Experimental study of concurrent-flow flame spread over thin solids in confined ",9,3,1.0,,,0.02443311266522708
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2022.112009,"Rojas-Alva, Ulises, Frederik M�ller-Poulsen, Sze-Lok Man, Cameron Creamer, David Hanna, and Grunde J",309,103,0.5339805825242718,0.5228956228956229,0.5519968103765653,0.42122560768143813
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.combustflame.2022.112559,"Olson, Sandra L., et al. �The Effect of Duct Size, Sample Size, and Fuel Composition on Concurrent F",24,8,1.0,,,0.030653401856147733
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.firesaf.2015.11.011,"Bhattacharjee, Subrata, Matthew Laue, Luca Carmignani, Paul Ferkul, and Sandra Olson. ""Opposed-Flow ",66,22,0.6818181818181818,0.6148148148148148,0.7239800785634118,0.21958389083117835
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.firesaf.2023.103989,"Konno, Yusuke, et al. ""Application of ISO 4589-4 to determine limiting oxygen concentrations for opp",1194,398,0.6859296482412061,0.5310785510785511,0.701503972750978,0.31541988757100564
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.firesaf.2024.104267,"Olson, S. L., et al. �Partial Gravity Flammability of Cast PMMA Rods in Concurrent Axial Stagnation ",105,35,0.5428571428571428,0.6112938596491228,0.6329938801923701,0.3076851537448983
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.firesaf.2024.104329,"Ma, Yuxuan, Fangsi Ren, Taro Takemata, Shinji Nakaya, and Mitsuhiro Tsue. ""Near-Limit Downward/Oppos",849,283,0.6254416961130742,0.5543178291819162,0.6549190015093198,0.30917159885765005
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2014.07.017,Takahashi et al. �Simplified Model for Predicting Difference between Flammability Limits of a Thin M,411,137,0.8102189781021898,0.7695965195965195,0.9153451403396393,0.22001771458222064
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2016.06.025,"Bhattacharjee, Subrata, Ahmet Simsek, Frank Miller, Sandra L. Olson, and Paul V. Ferkul. ""Radiative,",60,20,1.0,,,0.08391078157037613
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2016.06.028,"Zhao, Xiaoyang, et al. 'Concurrent flame growth, spread, and quenching over composite fabric samples",48,16,0.625,0.5564814814814816,0.7426176763626643,0.2586749196673152
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2018.05.007,"Nagachi, Masashi, et al. ""Can a spreading flame over electric wire insulation in concurrent flow ach",90,30,1.0,,,0.33045415992602833
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2018.06.022,"Huang, Xinyan, Shmuel Link, Andy Rodriguez, Maria Thomsen, Sandra Olson, Paul Ferkul, and Carlos Fer",249,83,0.9397590361445783,0.7396011396011397,0.973048299757301,0.10049142670265747
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2020.05.005,"Nagachi, Masashi, et al. ""Effect of ambient pressure on the extinction limit for opposed flame sprea",75,25,0.8,0.8722222222222222,0.9452084903303091,0.16097012809222774
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2022.07.002,"Konno, Yusuke, Yutao Li, Jean-Marie Citerne, Guillaume Legros, Augustin Guibaud, Nozomu Hashimoto, a",735,245,0.6693877551020408,0.6676369232828131,0.7565925027814533,0.23284236319831678
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2022.08.030,"Li, Y., et al. ""Effects of flame retardants on extinction limits, spread rate, and smoke release in ",39,13,0.6153846153846154,0.6277777777777778,0.668274646500453,0.2514913885753068
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2024.105199,"Konno, Yusuke, et al. ""Downward flame spread and extinction over electric wires placed in a Ground.""",39,13,1.0,,,0.3498377448687871
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2024.105199,"Yusuke Konno, Shoryu Ishikawa, Nozomu Hashimoto, and Osamu Fujita. ""Downward flame spread and extinc",75,25,0.52,0.5897435897435898,0.5694192545395554,0.37148784353927444
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2024.105255,"Li, Yutao, et al. ""Cyclic pattern along the downward flame spread over Cylindrical samples in partia",39,13,0.7692307692307693,0.7870370370370371,0.8955036301810495,0.1559560147326909
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2024.105358,"Ries, Eigenbrod, and Meyer, Proc. Combust. Inst. 40 (2024) 105358",105,35,1.0,,,0.08680407689354205
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2024.105766,"Ma, Yuxuan, et al. ""Downward flame spread over electrical wires in quiescent low pressures: Similari",90,30,1.0,,,0.5366299909593085
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/j.proci.2024.105775,"Kumar, Vipin, et al. ""Flame spread over thin circular ducts."" Proceedings of the Combustion Institut",180,60,1.0,,,0.0148631893908102
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s0010-2180(00)00249-2,"Olson, Sandra L., et al. �Experimental Observations of Spot Radiative Ignition and Subsequent Three-",96,32,0.90625,0.6877394636015326,0.9398547121654475,0.10867257481047922
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s0010-2180(02)00501-1,"Bhattacharjee, Subrata, Kazunori Wakai, and Shuhei Takahashi. ""Predictions of a Critical Fuel Thickn",54,18,0.3888888888888889,0.5,0.38888888888888895,0.5902239209653634
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s0010-2180(99)00084-x,"Yang, Jiann C., Anthony Hamins, and Michelle K. Donnelly. ""Reduced Gravity Combustion of Thermoplast",117,39,1.0,,,0.19349508362030193
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s0082-0784(00)80697-9,Fujita et al. (2000) Radiative ignition of paper in 0,24,8,1.0,,,0.0007096950860866073
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s0082-0784(00)80715-8,"Fujita, Osamu, Masao Kikuchi, Kenichi Ito, and Katsuhiro Nishizawa. ""Effective mechanisms to determi",99,33,1.0,,,0.016971007648476186
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s0082-0784(06)80816-7,"Sacksteder, Kurt R., and James S. T�ien. �Buoyant Downward Diffusion Flame Spread and Extinction in ",207,69,0.9130434782608695,0.7016460905349794,0.9547669970693987,0.3552018976923503
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s0082-0784(98)80017-6,Kikuchi et al. (1998) Flame spread over ETFE wire insulation in 0,90,30,1.0,,,0.005548141808189361
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s1540-7489(02)80211-3,"Feier, Ioan I., et al. 'Upward flame spread over thin solids in partial gravity.' Proceedings of the",117,39,0.41025641025641024,0.644927536231884,0.5115279781946449,0.47755156529192994
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s1540-7489(02)80310-8,"Fujita, Osamu, Katsuhiro Nishizawa, and Kenichi Ito. ""Effect of low external flow on flame spread ov",63,21,1.0,,,0.035886359600696784
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s1540-7489(02)80314-5,"Takahashi, Shuhei, Manabu Kondou, Kazunori Wakai, and Subrata Bhattacharjee. ""Effect of radiation lo",243,81,0.8518518518518519,0.5410628019323671,0.8623476371812504,0.1426337966780726
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1016/s1540-7489(02)80315-7,"Son, Youngjin, and Paul D. Ronney. ""Radiation-Driven Flame Spread over Thermally Thick Fuels in Quie",120,40,1.0,,,0.01470011923439479
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1038/s41598-017-18398-4,"Link, Shmuel, Xinyan Huang, Carlos Fernandez-Pello, Sandra Olson, and Paul Ferkul. ""The Effect of Gr",255,85,0.8352941176470589,0.6746590655041359,0.9059499560932626,0.19677832921450486
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1080/00102200490276773,"Olson, Sandra L., et al. �Sounding Rocket 0 Experiments Elucidating Diffusive and Radiative Transpor",165,55,0.9818181818181818,0.29012345679012347,0.9722316557873928,0.15480250963660377
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1080/00102209108951711,"Olson, S. L., et al. �Mechanisms of 0 Flame Spread over a Thin Solid Fuel: Oxygen and Opposed Flow E",141,47,0.9361702127659575,0.8846801346801347,0.990759717533436,0.1660155558877378
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.1080/01457632.2025.2529751,"Basavanahalli Vrushabhendra, Manu, Kambam Naresh, Amit Kumar, Akash Gupta, and Payal Sharma. ""Role o",24,8,1.0,,,0.0007096950860866073
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.15011/jasma.35.350104,Mizutani et al. (2018) Limiting Oxygen Concentration Trend of ETFE-Insulated Wires under 0,30,10,1.0,,,0.0775383780811735
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.2322/tastj.16.28,"Takahashi, S., Maruta, K. (2018) Prediction of Limiting Oxygen Concentration of Thin Materials in 0.",120,40,0.5,0.4848611111111111,0.4906101807472209,0.44911663464466295
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.2514/6.2012-3492,"Olson, S. L., and P. V. Ferkul. �Evaluating Material Flammability in 0 and Martian Gravity Compared ",78,26,0.5,0.5305719921104537,0.5187475791585351,0.37938403924799957
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.32865/2346/102744,"Thomsen, Maria, et al. ""Extinction of Opposed Flame Spread and Regression Burning of Thick Solid Fue",15,5,1.0,,,0.09484195338168812
decision_tree_all,decision_tree,all,extrapolation_grouped,doi::10.5802/crmeca.149,"Coimbra, Alain, et al. ""An engineering model for creeping flame spread over idealized electrical wir",60,20,1.0,,,0.16761061309167496
decision_tree_all,decision_tree,all,interpolation_holdout,citation::andracchio charles r and john c aydelott comparison of flame spreading over thin flat surfaces in normal gravity and weightlessness in an oxygen environment nasa technical memorandum nasa tm x 1992 1970,"Andracchio, Charles R., and John C. Aydelott. �Comparison of Flame Spreading over Thin Flat Surfaces",7,6,1.0,,,0.0
decision_tree_all,decision_tree,all,interpolation_holdout,citation::andracchio charles r and thomas h cochran burning of solids in oxygen rich environments in normal and reduced gravity nasa technical memorandum x 3055 national aeronautics and space administration may 1974,"Andracchio, Charles R., and Thomas H. Cochran.�Burning of Solids in Oxygen-Rich Environments in Norm",15,11,1.0,,,0.029663250356572118
decision_tree_all,decision_tree,all,interpolation_holdout,citation::andracchio charles r and thomas h cochran gravity effects on flame spreading over solid surfaces nasa technical note d 8228 national aeronautics and space administration may 1976,"Andracchio, Charles R., and Thomas H. Cochran.�Gravity Effects on Flame Spreading over Solid Surface",47,37,0.9787234042553191,0.43478260869565216,0.975878184492477,0.05524496624739993
decision_tree_all,decision_tree,all,interpolation_holdout,citation::ferkul paul v an experimental study of opposed flow diffusion flame extinction over a thin fuel in 0 nasa cr 182185 1989,"Ferkul, Paul V. 'An Experimental Study of Opposed Flow Diffusion Flame Extinction Over a Thin Fuel i",7,6,0.5714285714285714,0.5,0.7678571428571428,0.3255615994320813
decision_tree_all,decision_tree,all,interpolation_holdout,citation::ferkul paul v et al combustion experiments on the mir space station 37th aerospace sciences meeting and exhibit american institute of aeronautics and astronautics 1999 paper aiaa 99 0439,"Ferkul, Paul V., et al. �Combustion Experiments on the Mir Space Station.� 37th Aerospace Sciences M",4,3,1.0,,,0.0
decision_tree_all,decision_tree,all,interpolation_holdout,citation::grayson g d k r sacksteder p v ferkul and j s t ien flame spreading over a thin solid in low speed concurrent flow drop tower experimental results and comparison with theory 0 science and technology vii 2 1994,"Grayson, G. D., K. R. Sacksteder, P. V. Ferkul, and J. S. T�ien. 'Flame Spreading Over a Thin Solid ",15,14,0.8666666666666667,0.8461538461538461,0.9756781679858603,0.1623051634813731
decision_tree_all,decision_tree,all,interpolation_holdout,citation::kimzey john howard flammability during weightlessness nasa technical memorandum nasa tm x 58001 may 1966,"Kimzey, John Howard. ""Flammability During Weightlessness."" NASA Technical Memorandum NASA TM X-58001",11,10,0.9090909090909091,1.0,1.0,0.0716012640715863
decision_tree_all,decision_tree,all,interpolation_holdout,citation::mell w e s l olson and t kashiwagi flame spread along free edges of thermally thin samples in 0 proceedings of the combustion institute vol 28 no 2 2000 pp 2843 2849,"Mell, W. E., S. L. Olson, and T. Kashiwagi. ""Flame Spread along Free Edges of Thermally Thin Samples",3,3,0.6666666666666666,0.0,0.5833333333333333,0.5756511758566781
decision_tree_all,decision_tree,all,interpolation_holdout,citation::meyer florian jan hei meier hans christoph ries and christian eigenbrod sooting behavior in concurrent and upward burning of cylindrical pmma samples 52nd international conference on environmental systems ices 2023 171 calgary canada 16 20 july 2023,"Meyer, Florian, Jan Hei�meier, Hans?Christoph Ries, and Christian Eigenbrod. ""Sooting Behavior in Co",3,3,1.0,,,0.0
decision_tree_all,decision_tree,all,interpolation_holdout,citation::mitsui et al 2017 effect of ignition method on loc,Mitsui et al. (2017) Effect of Ignition Method on LOC,31,24,0.41935483870967744,0.6816239316239316,0.5734681607984775,0.28106513993699117
decision_tree_all,decision_tree,all,interpolation_holdout,citation::nagachi et al 2017 effect of flow direction on loc in 0,Nagachi et al. (2017) Effect of Flow Direction on LOC in 0,48,38,0.4791666666666667,0.7330434782608696,0.7802703302768801,0.21211594482320817
decision_tree_all,decision_tree,all,interpolation_holdout,citation::nishizawa et al 2003 effect of low external flow on flame spreading over etfe wire under 0,Nishizawa et al. (2003) Effect of Low External Flow on Flame Spreading over ETFE Wire under 0,9,8,1.0,,,0.0
decision_tree_all,decision_tree,all,interpolation_holdout,citation::olson nasa tm 100195 1987,"Olson, NASA TM-100195 (1987)",18,14,1.0,,,0.0
